id	name	category1	category2	category3	category4
6503	Šilo, hirurški instrument, kranio-maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6504	Šilo, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6505	Šilo, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6506	Šina za fiksiranje, oralna i maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu			
6507	Šina, ortotička komponenta	11 - Tehnička sredstva za hendikepirana lica			
6508	Šina, ortotička komponenta, set	11 - Tehnička sredstva za hendikepirana lica			
6509	Šine za fiksiranje, maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu			
6510	Šipka po Ilizarovu 	07 - Neaktivna implantabilna medicinska sredstva			
6511	Šipka za poravnanje, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6512	Šipka, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6513	Šipka, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6514	Šipka, komponenta spoljnjeg fiksatora	09 - Instrumenti za višekratnu upotrebu			
6515	Špatula moždana, hirurški instrument, neurohirurgija	09 - Instrumenti za višekratnu upotrebu			
6516	Špatula za implantaciju intraokularnog sočiva	08 - Oftalmološka i optička medicinska sredstva			
6517	Špatula za laringoskop, ORL	09 - Instrumenti za višekratnu upotrebu			
6518	Špatula za pregled, nesterilna, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6519	Špatula za pregled, nesterilna, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6520	Špatula za pregled, sterilna, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu			
6521	Špatula za pregled, sterilna, ORL	10 - Medicinska sredstva za jednokratnu upotrebu			
6522	Špatula za retraktor, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6523	Špatula za uzimanje cervikalnog brisa	06 - "In vitro" dijagnostička medicinska sredstva			
6524	Špatula, dentalni instrument	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6525	Špatula, hirurški instrument za oftalmološki aparat	08 - Oftalmološka i optička medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6526	Špatula, hirurški instrument, abdominalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6527	Špatula, hirurški instrument, ginekologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6528	Špatula, hirurški instrument, ginekologija i urologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6529	Špatula, hirurški instrument, grudna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6530	Špatula, hirurški instrument, grudna i kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6531	Špatula, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6532	Špatula, hirurški instrument, kranio-maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6533	Špatula, hirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6534	Špatula, hirurški instrument, maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6535	Špatula, hirurški instrument, neurohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6536	Špatula, hirurški instrument, oftalmologija 	08 - Oftalmološka i optička medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6537	Špatula, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6538	Špatula, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6539	Špatula, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6540	Špatula, hirurški instrument, stomatologija	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6541	Špatula, hirurški instrument, urologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6542	Špric za aplikaciju dentalnog materijala	03 - Dentalna medicinska sredstva			
6543	Špric za aplikaciju kiseline za nagrizanje zubnih površina	03 - Dentalna medicinska sredstva			
6544	Špric za aplikaciju lokalnog anestetika, dentalni	03 - Dentalna medicinska sredstva			
6545	Špric za enteralnu ishranu	10 - Medicinska sredstva za jednokratnu upotrebu			
6546	Špric za epiduralnu anesteziju	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6547	Špric za infuzionu špric pumpu	10 - Medicinska sredstva za jednokratnu upotrebu			
6548	Špric za injektor kontrastnog sredstva	10 - Medicinska sredstva za jednokratnu upotrebu			
6549	Špric za injektovanje haptena, za epikutano alergološko testiranje	10 - Medicinska sredstva za jednokratnu upotrebu			
6550	Špric za injektovanje kontrastnog sredstva	10 - Medicinska sredstva za jednokratnu upotrebu			
6551	Špric za injektovanje kontrastnog sredstva, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6552	Špric za injektovanje koštanog cementa	10 - Medicinska sredstva za jednokratnu upotrebu			
6553	Špric za ispiranje kanala korena zuba	03 - Dentalna medicinska sredstva			
6554	Špric za ispiranje uha, ORL	09 - Instrumenti za višekratnu upotrebu			
6555	Špric za ispiranje, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6556	Špric za ispiranje, sterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6557	Špric za IVF i intrauterinu inseminaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
6558	Špric za IVF, za embriotransfer	10 - Medicinska sredstva za jednokratnu upotrebu			
6559	Špric za izdvajanje autologne plazme obogaćene trombocitima	10 - Medicinska sredstva za jednokratnu upotrebu			
6560	Špric za pripremu i injektovanje koštanog cementa	10 - Medicinska sredstva za jednokratnu upotrebu			
6561	Špric za punjenje raspršivača za inhalacionu terapiju	10 - Medicinska sredstva za jednokratnu upotrebu			
6562	Špric za uzorkovanje arterijske krvi, sa heparinom	06 - "In vitro" dijagnostička medicinska sredstva			
6563	Špric za uzorkovanje arterijske krvi, sa iglom	10 - Medicinska sredstva za jednokratnu upotrebu			
6564	Špric za uzorkovanje krvi	06 - "In vitro" dijagnostička medicinska sredstva			
6565	Špric za uzorkovanje, transport i čuvanje krvi i pripremu autolognog kondicioniranog seruma, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6566	Špric, dentalni instrument	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6567	Špric, dvodelni	10 - Medicinska sredstva za jednokratnu upotrebu			
6568	Špric, dvodelni, sa iglom	10 - Medicinska sredstva za jednokratnu upotrebu			
6569	Špric, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6570	Špric, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6571	Špric, insulinski	10 - Medicinska sredstva za jednokratnu upotrebu			
6572	Špric, insulinski, sa iglom	10 - Medicinska sredstva za jednokratnu upotrebu			
6573	Špric, trodelni	10 - Medicinska sredstva za jednokratnu upotrebu			
6574	Špric, trodelni, sa iglom	10 - Medicinska sredstva za jednokratnu upotrebu			
6575	Štake, podlakatne	11 - Tehnička sredstva za hendikepirana lica			
6576	Štake, podpazušne	11 - Tehnička sredstva za hendikepirana lica			
6577	Štap za hodanje	11 - Tehnička sredstva za hendikepirana lica			
6578	Štap za hodanje, četvoronožni	11 - Tehnička sredstva za hendikepirana lica			
6579	Štap za hodanje, sa više nogica	11 - Tehnička sredstva za hendikepirana lica			
6580	Štap za hodanje, tronožni	11 - Tehnička sredstva za hendikepirana lica			
6581	Štapić za mešanje uzorka krvi, za kapilaru	06 - "In vitro" dijagnostička medicinska sredstva			
6582	Štapić za pravljenje razmaza uzorka, sterilan	06 - "In vitro" dijagnostička medicinska sredstva			
6583	Štapić za uzimanje brisa	10 - Medicinska sredstva za jednokratnu upotrebu			
6584	Štapić, apsorbujući, oftalmološki	08 - Oftalmološka i optička medicinska sredstva			
6585	Štapići za čišćenje tubusa za traheostomiju	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6586	Štipaljka senzora za pulsnu oksimetriju	09 - Instrumenti za višekratnu upotrebu			
6587	Štipaljka za inkontinenciju, za muškarce	09 - Instrumenti za višekratnu upotrebu			
6588	Štipaljka za pupčanu vrpcu	09 - Instrumenti za višekratnu upotrebu			
6589	Štipaljka za pupčanu vrpcu, sterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
6590	Štitnik grafta, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6591	Štitnik implanta, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6592	Štitnik ležišta kontaktne ploče sistema za invazivno merenje krvnog pritiska	10 - Medicinska sredstva za jednokratnu upotrebu			
6593	Štitnik za oči u anesteziji	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6594	Štitnik za oči u neonatalnoj fototerapiji	10 - Medicinska sredstva za jednokratnu upotrebu			
6595	Štitnik za oči, oftalmologija	08 - Oftalmološka i optička medicinska sredstva			
6596	Štitnik za zube u anesteziji	02 - Anestezijska i respiratorna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6597	Štitnik za zube, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu			
6598	Tablet, medicinski, za endoskopiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
6599	Tableta, efervescentna, za vaginalnu irigaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
6600	Tablete za čišćenje kontaktnih sočiva, enzimske	08 - Oftalmološka i optička medicinska sredstva			
6601	Tablete za čišćenje zubne proteze	03 - Dentalna medicinska sredstva			
6602	Tacna za dentalne instrumente	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6603	Tacna za instrumente za sistem za navigaciju	09 - Instrumenti za višekratnu upotrebu			
6604	Tacna za sterilizaciju	09 - Instrumenti za višekratnu upotrebu			
6605	Tacna za sterilizaciju dentalnih instrumenata	03 - Dentalna medicinska sredstva			
6606	Tacna za sterilizaciju hirurških instrumenata	09 - Instrumenti za višekratnu upotrebu			
6607	Tacna za sterilizaciju hirurških instrumenata i implantata	09 - Instrumenti za višekratnu upotrebu			
6608	Tacna za sterilizaciju implantata	09 - Instrumenti za višekratnu upotrebu			
6609	Tamper koštanog grafta, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6610	Tamper za kost, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6611	Tampon od gaze, nesterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6612	Tampon od gaze, nesterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6613	Tampon od gaze, sa rendgen-kontrastnom niti, nesterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6614	Tampon od gaze, sa rendgen-kontrastnom niti, nesterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6615	Tampon od gaze, sa rendgen-kontrastnom niti, sterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6616	Tampon od gaze, sa rendgen-kontrastnom niti, sterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6617	Tampon od gaze, sterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6618	Tampon od gaze, sterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6619	Tampon, pamučni, nesterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6620	Tampon, pamučni, nesterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6621	Tampon, pamučni, sterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6622	Tampon, pamučni, sterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6623	Tamponi, pamučni, dentalni	03 - Dentalna medicinska sredstva			
6624	Tamponi, papirni, dentalni	03 - Dentalna medicinska sredstva			
6625	Tamponi, papirni, nesterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6626	Tamponi, papirni, nesterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6627	Tamponi, papirni, sterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6628	Tamponi, papirni, sterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6629	Tastatura, medicinska	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
6630	Taster, traka i fiksator kabla za infuzionu pumpu, set	05 - Bolnička, aparaturna oprema	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu	
6631	Tečna suspenzija za mehaničku embolizaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
6632	Tečni parafin za IVF	10 - Medicinska sredstva za jednokratnu upotrebu			
6633	Tečnost za pripremu paste za punjenje kanala korena zuba	03 - Dentalna medicinska sredstva			
6634	Tečnost za zaštitu kože kod urinarnih kondoma	10 - Medicinska sredstva za jednokratnu upotrebu			
6635	Teleskop	09 - Instrumenti za višekratnu upotrebu			
6636	Teleskop, operacioni	09 - Instrumenti za višekratnu upotrebu			
6637	Telo ekstraktora, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6638	Tenzor kabla, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6639	Tenzor koštane pločice, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6640	Tenzor žice, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6641	Terapeutska masa, za fizikalnu terapiju	10 - Medicinska sredstva za jednokratnu upotrebu			
6642	Termo papir za CTG	10 - Medicinska sredstva za jednokratnu upotrebu			
6644	Termo papir za EKG	10 - Medicinska sredstva za jednokratnu upotrebu			
6645	Termo papir za laboratorijsku analizu i spirometriju	10 - Medicinska sredstva za jednokratnu upotrebu			
6646	Termo papir za spirometriju	10 - Medicinska sredstva za jednokratnu upotrebu			
6647	Termo papir za ultrazvučni aparat	10 - Medicinska sredstva za jednokratnu upotrebu			
6648	Termoplastični materijal za izradu protetskih nadoknada	03 - Dentalna medicinska sredstva			
6649	Termoplastični materijal za izradu zubnih nadoknada	03 - Dentalna medicinska sredstva			
6650	Test traka za određivanje potentnosti dezinfekcionog rastvora	10 - Medicinska sredstva za jednokratnu upotrebu			
6651	Tester za veličinu čašice kuka, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6652	Testera za kost, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6653	Testera za sternum, hirurški instrument, grudna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6654	Testera, hirurški instrument, neurohirurgija, ortopedija i maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6655	Testera, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6656	Testera, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6657	Testera, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6658	Testera, nastavak za hiruršku konzolu	04 - Elektro-mehanička medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6659	Tibijalni vodič, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6660	Timpanometar	04 - Elektro-mehanička medicinska sredstva			
6661	Titanijum za izradu protetskih nadoknada	03 - Dentalna medicinska sredstva			
6662	Tonometar	08 - Oftalmološka i optička medicinska sredstva			
6663	Tonometar, beskontaktni	08 - Oftalmološka i optička medicinska sredstva			
6664	Toplomer, bez žive	09 - Instrumenti za višekratnu upotrebu			
6665	Toplomer, digitalni	04 - Elektro-mehanička medicinska sredstva			
6666	Toplomer, digitalni, cucla	04 - Elektro-mehanička medicinska sredstva			
6667	Toplomer, digitalni, infracrveni	04 - Elektro-mehanička medicinska sredstva			
6668	Toplomer, digitalni, infracrveni, za uho	04 - Elektro-mehanička medicinska sredstva			
6669	Toplomer, digitalni, sa bazom	04 - Elektro-mehanička medicinska sredstva			
6670	Toplomer, digitalni, za čelo	04 - Elektro-mehanička medicinska sredstva			
6671	Toplomer, digitalni, za uho	04 - Elektro-mehanička medicinska sredstva			
6672	Toplomer, digitalni, za uho i čelo	04 - Elektro-mehanička medicinska sredstva			
6673	Toplomer, sa galijumom	09 - Instrumenti za višekratnu upotrebu			
6674	Torakoskop	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva	09 - Instrumenti za višekratnu upotrebu	
6675	Torba za komponente sistema za stimulaciju rada srca	01 - Aktivna implantabilna medicinska sredstva			
6676	Traka za bandažiranje, adhezivna	10 - Medicinska sredstva za jednokratnu upotrebu			
6677	Traka za bandažiranje, neadhezivna	09 - Instrumenti za višekratnu upotrebu			
6678	Traka za fiksiranje elektrode	09 - Instrumenti za višekratnu upotrebu			
6679	Traka za fiksiranje hirurške prekrivke	10 - Medicinska sredstva za jednokratnu upotrebu			
6680	Traka za fiksiranje medicinske opreme	10 - Medicinska sredstva za jednokratnu upotrebu			
6681	Traka za fiksiranje sa senzorom sistema za navigaciju, kardiologija	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva
6682	Traka za fiksiranje senzora nivoa tečnosti u rezervoaru sistema za vantelesni krvotok	09 - Instrumenti za višekratnu upotrebu	05 - Bolnička, aparaturna oprema		
6683	Traka za fiksiranje senzora sistema za navigaciju, kardiologija	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva
6684	Traka za fiksiranje senzora za pulsnu oksimetriju	10 - Medicinska sredstva za jednokratnu upotrebu			
6685	Traka za fiksiranje urin kese i katetera	10 - Medicinska sredstva za jednokratnu upotrebu			
6686	Traka za hiruršku prekrivku, adhezivna	10 - Medicinska sredstva za jednokratnu upotrebu			
6687	Traka za kompresiju radijalne arterije	10 - Medicinska sredstva za jednokratnu upotrebu			
6688	Traka za kompresiju radijalne arterije, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6689	Traka za vezivanje pupčane vrpce, sterilna	10 - Medicinska sredstva za jednokratnu upotrebu			
6690	Traka, držač za govorni aparat	09 - Instrumenti za višekratnu upotrebu			
6691	Traka, zaštitna, za urinarni kondom	10 - Medicinska sredstva za jednokratnu upotrebu			
6692	Trake za poliranje zubnih ispuna	03 - Dentalna medicinska sredstva			
6693	Trake za Širmerov test	08 - Oftalmološka i optička medicinska sredstva			
6694	Trake za završnu obradu i poliranje zubnih ispuna	03 - Dentalna medicinska sredstva			
6695	Transfer set za peritonealnu dijalizu	10 - Medicinska sredstva za jednokratnu upotrebu			
6696	Transfuzioni set	10 - Medicinska sredstva za jednokratnu upotrebu			
6697	Transfuzioni set za volumetrijsku pumpu	10 - Medicinska sredstva za jednokratnu upotrebu			
6698	Transmiter za insulinsku pumpu, set	04 - Elektro-mehanička medicinska sredstva			
6699	Tredmil, ergometar	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
6700	Trepan, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6745	Tubus za traheostomiju, sa balonom	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6701	Trimer, dentalni rotirajući instrument	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6702	Trimer, hirurški	04 - Elektro-mehanička medicinska sredstva	09 - Instrumenti za višekratnu upotrebu		
6703	Trimer, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6704	Troakar sa košuljicom, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6705	Troakar, hirurški instrument za umetanje dela sistema za stimulaciju rada srca	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6706	Troakar, hirurški instrument, abdominalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6707	Troakar, hirurški instrument, artroskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6708	Troakar, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6709	Troakar, hirurški instrument, endoskopija, set	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6710	Troakar, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6711	Troakar, hirurški instrument, kranio-maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6712	Troakar, hirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6713	Troakar, hirurški instrument, laparoskopija, set	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6714	Troakar, hirurški instrument, maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6715	Troakar, hirurški instrument, neurohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6716	Troakar, hirurški instrument, oftalmologija	08 - Oftalmološka i optička medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6717	Troakar, hirurški instrument, oftalmologija, set	08 - Oftalmološka i optička medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6718	Troakar, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6719	Troakar, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6720	Troakar, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6721	Troakar, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6722	Trougla marama	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu		
6723	Tuba forcepsa, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6724	Tuba za aspiraciju, elektrohirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
6725	Tuba za aspiraciju, hirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6726	Tuba za aspiraciju, opšta hirurgija	09 - Instrumenti za višekratnu upotrebu			
6727	Tuba za sukciju i irigaciju, elektrohirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
6728	Tuba za sukciju i irigaciju, elektrohirurški instrument, laparaskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
6729	Tuba za sukciju i irigaciju, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6730	Tuba za sukciju i irigaciju, hirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6731	Tuba za sukciju, hirurški instrument, endoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6732	Tuba za sukciju, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6733	Tuba za sukciju, hirurški instrument, neurohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6734	Tuba za sukciju, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6735	Tuba za sukciju, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6736	Tuba za sukciju, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6737	Tuba za sukciju, hirurški instrument, stomatologija	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6738	Tuba za sukciju, opšta hirurgija	09 - Instrumenti za višekratnu upotrebu			
6739	Tuba, hirurški instrument, opšta hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
